product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,notes
2,Crème solaire,Cosmétique leave-on + UV,AU-TAS,Tasmania,Asia-Pacific,Tasmania customs / import control,National customs code (AU-TAS),Tasmania customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AU-TAS,Tasmania,Asia-Pacific,Tasmania mandatory language labelling,National language/labelling law (AU-TAS),Tasmania consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AU-TAS,Tasmania,Asia-Pacific,Tasmania restrictions on health/SPF claims,National advertising/claim rules (AU-TAS),Tasmania advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AU-TAS,Tasmania,Asia-Pacific,Tasmania aerosol packaging requirements,National pressurised container rules (AU-TAS),Tasmania safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,SA,Saudi Arabia,Middle East,SFDA sunscreen as cosmetic,RD M/29 (2024),SFDA,Notification SFDA; UV filter aligned GSO,in_force,critical,
2,Crème solaire,Cosmétique leave-on + UV,SA,Saudi Arabia,Middle East,Saudi Arabia general consumer protection law,National consumer protection statute (SA),Saudi Arabia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,SA,Saudi Arabia,Middle East,Saudi Arabia customs / import control,National customs code (SA),Saudi Arabia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,SA,Saudi Arabia,Middle East,Saudi Arabia mandatory language labelling,National language/labelling law (SA),Saudi Arabia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,SA,Saudi Arabia,Middle East,Saudi Arabia restrictions on health/SPF claims,National advertising/claim rules (SA),Saudi Arabia advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,SA,Saudi Arabia,Middle East,Saudi Arabia aerosol packaging requirements,National pressurised container rules (SA),Saudi Arabia safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE,United Arab Emirates,Middle East,UAE Cabinet Decision 36/2019,Cabinet Decision 36/2019,MoHAP / ESMA,Sunscreen as cosmetic; UV filter aligned,in_force,critical,
2,Crème solaire,Cosmétique leave-on + UV,AE,United Arab Emirates,Middle East,United Arab Emirates general consumer protection law,National consumer protection statute (AE),United Arab Emirates consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE,United Arab Emirates,Middle East,United Arab Emirates customs / import control,National customs code (AE),United Arab Emirates customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE,United Arab Emirates,Middle East,United Arab Emirates mandatory language labelling,National language/labelling law (AE),United Arab Emirates consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE,United Arab Emirates,Middle East,United Arab Emirates restrictions on health/SPF claims,National advertising/claim rules (AE),United Arab Emirates advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE,United Arab Emirates,Middle East,United Arab Emirates aerosol packaging requirements,National pressurised container rules (AE),United Arab Emirates safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-AUH,Abu Dhabi,Middle East,Abu Dhabi municipal cosmetic registration,Emirate municipality cosmetics (AE-AUH),Abu Dhabi Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-AUH,Abu Dhabi,Middle East,Abu Dhabi general consumer protection law,National consumer protection statute (AE-AUH),Abu Dhabi consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-AUH,Abu Dhabi,Middle East,Abu Dhabi customs / import control,National customs code (AE-AUH),Abu Dhabi customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-AUH,Abu Dhabi,Middle East,Abu Dhabi mandatory language labelling,National language/labelling law (AE-AUH),Abu Dhabi consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-AUH,Abu Dhabi,Middle East,Abu Dhabi restrictions on health/SPF claims,National advertising/claim rules (AE-AUH),Abu Dhabi advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-AUH,Abu Dhabi,Middle East,Abu Dhabi aerosol packaging requirements,National pressurised container rules (AE-AUH),Abu Dhabi safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-DXB,Dubai,Middle East,Dubai municipal cosmetic registration,Emirate municipality cosmetics (AE-DXB),Dubai Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-DXB,Dubai,Middle East,Dubai general consumer protection law,National consumer protection statute (AE-DXB),Dubai consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-DXB,Dubai,Middle East,Dubai customs / import control,National customs code (AE-DXB),Dubai customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-DXB,Dubai,Middle East,Dubai mandatory language labelling,National language/labelling law (AE-DXB),Dubai consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-DXB,Dubai,Middle East,Dubai restrictions on health/SPF claims,National advertising/claim rules (AE-DXB),Dubai advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-DXB,Dubai,Middle East,Dubai aerosol packaging requirements,National pressurised container rules (AE-DXB),Dubai safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-SHJ,Sharjah,Middle East,Sharjah municipal cosmetic registration,Emirate municipality cosmetics (AE-SHJ),Sharjah Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-SHJ,Sharjah,Middle East,Sharjah general consumer protection law,National consumer protection statute (AE-SHJ),Sharjah consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-SHJ,Sharjah,Middle East,Sharjah customs / import control,National customs code (AE-SHJ),Sharjah customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-SHJ,Sharjah,Middle East,Sharjah mandatory language labelling,National language/labelling law (AE-SHJ),Sharjah consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-SHJ,Sharjah,Middle East,Sharjah restrictions on health/SPF claims,National advertising/claim rules (AE-SHJ),Sharjah advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-SHJ,Sharjah,Middle East,Sharjah aerosol packaging requirements,National pressurised container rules (AE-SHJ),Sharjah safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-AJM,Ajman,Middle East,Ajman municipal cosmetic registration,Emirate municipality cosmetics (AE-AJM),Ajman Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-AJM,Ajman,Middle East,Ajman general consumer protection law,National consumer protection statute (AE-AJM),Ajman consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-AJM,Ajman,Middle East,Ajman customs / import control,National customs code (AE-AJM),Ajman customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-AJM,Ajman,Middle East,Ajman mandatory language labelling,National language/labelling law (AE-AJM),Ajman consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-AJM,Ajman,Middle East,Ajman restrictions on health/SPF claims,National advertising/claim rules (AE-AJM),Ajman advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-AJM,Ajman,Middle East,Ajman aerosol packaging requirements,National pressurised container rules (AE-AJM),Ajman safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-UAQ,Umm Al Quwain,Middle East,Umm Al Quwain municipal cosmetic registration,Emirate municipality cosmetics (AE-UAQ),Umm Al Quwain Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-UAQ,Umm Al Quwain,Middle East,Umm Al Quwain general consumer protection law,National consumer protection statute (AE-UAQ),Umm Al Quwain consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-UAQ,Umm Al Quwain,Middle East,Umm Al Quwain customs / import control,National customs code (AE-UAQ),Umm Al Quwain customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-UAQ,Umm Al Quwain,Middle East,Umm Al Quwain mandatory language labelling,National language/labelling law (AE-UAQ),Umm Al Quwain consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-UAQ,Umm Al Quwain,Middle East,Umm Al Quwain restrictions on health/SPF claims,National advertising/claim rules (AE-UAQ),Umm Al Quwain advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-UAQ,Umm Al Quwain,Middle East,Umm Al Quwain aerosol packaging requirements,National pressurised container rules (AE-UAQ),Umm Al Quwain safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-RAK,Ras Al Khaimah,Middle East,Ras Al Khaimah municipal cosmetic registration,Emirate municipality cosmetics (AE-RAK),Ras Al Khaimah Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-RAK,Ras Al Khaimah,Middle East,Ras Al Khaimah general consumer protection law,National consumer protection statute (AE-RAK),Ras Al Khaimah consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-RAK,Ras Al Khaimah,Middle East,Ras Al Khaimah customs / import control,National customs code (AE-RAK),Ras Al Khaimah customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-RAK,Ras Al Khaimah,Middle East,Ras Al Khaimah mandatory language labelling,National language/labelling law (AE-RAK),Ras Al Khaimah consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-RAK,Ras Al Khaimah,Middle East,Ras Al Khaimah restrictions on health/SPF claims,National advertising/claim rules (AE-RAK),Ras Al Khaimah advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-RAK,Ras Al Khaimah,Middle East,Ras Al Khaimah aerosol packaging requirements,National pressurised container rules (AE-RAK),Ras Al Khaimah safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-FUJ,Fujairah,Middle East,Fujairah municipal cosmetic registration,Emirate municipality cosmetics (AE-FUJ),Fujairah Municipality,Local cosmetic import,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-FUJ,Fujairah,Middle East,Fujairah general consumer protection law,National consumer protection statute (AE-FUJ),Fujairah consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-FUJ,Fujairah,Middle East,Fujairah customs / import control,National customs code (AE-FUJ),Fujairah customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-FUJ,Fujairah,Middle East,Fujairah mandatory language labelling,National language/labelling law (AE-FUJ),Fujairah consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,AE-FUJ,Fujairah,Middle East,Fujairah restrictions on health/SPF claims,National advertising/claim rules (AE-FUJ),Fujairah advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,AE-FUJ,Fujairah,Middle East,Fujairah aerosol packaging requirements,National pressurised container rules (AE-FUJ),Fujairah safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,QA,Qatar,Middle East,Qatar GSO 1943:2016 implementation,GSO 1943:2016,Qatar health authority,"Arabic labelling, notification",in_force,high,
2,Crème solaire,Cosmétique leave-on + UV,QA,Qatar,Middle East,Qatar general consumer protection law,National consumer protection statute (QA),Qatar consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,QA,Qatar,Middle East,Qatar customs / import control,National customs code (QA),Qatar customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,QA,Qatar,Middle East,Qatar mandatory language labelling,National language/labelling law (QA),Qatar consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,QA,Qatar,Middle East,Qatar restrictions on health/SPF claims,National advertising/claim rules (QA),Qatar advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,QA,Qatar,Middle East,Qatar aerosol packaging requirements,National pressurised container rules (QA),Qatar safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,KW,Kuwait,Middle East,Kuwait GSO 1943:2016 implementation,GSO 1943:2016,Kuwait health authority,"Arabic labelling, notification",in_force,high,
2,Crème solaire,Cosmétique leave-on + UV,KW,Kuwait,Middle East,Kuwait general consumer protection law,National consumer protection statute (KW),Kuwait consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,KW,Kuwait,Middle East,Kuwait customs / import control,National customs code (KW),Kuwait customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,KW,Kuwait,Middle East,Kuwait mandatory language labelling,National language/labelling law (KW),Kuwait consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,KW,Kuwait,Middle East,Kuwait restrictions on health/SPF claims,National advertising/claim rules (KW),Kuwait advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,KW,Kuwait,Middle East,Kuwait aerosol packaging requirements,National pressurised container rules (KW),Kuwait safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,BH,Bahrain,Middle East,Bahrain GSO 1943:2016 implementation,GSO 1943:2016,Bahrain health authority,"Arabic labelling, notification",in_force,high,
2,Crème solaire,Cosmétique leave-on + UV,BH,Bahrain,Middle East,Bahrain general consumer protection law,National consumer protection statute (BH),Bahrain consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,BH,Bahrain,Middle East,Bahrain customs / import control,National customs code (BH),Bahrain customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,BH,Bahrain,Middle East,Bahrain mandatory language labelling,National language/labelling law (BH),Bahrain consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,BH,Bahrain,Middle East,Bahrain restrictions on health/SPF claims,National advertising/claim rules (BH),Bahrain advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,BH,Bahrain,Middle East,Bahrain aerosol packaging requirements,National pressurised container rules (BH),Bahrain safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,OM,Oman,Middle East,Oman GSO 1943:2016 implementation,GSO 1943:2016,Oman health authority,"Arabic labelling, notification",in_force,high,
2,Crème solaire,Cosmétique leave-on + UV,OM,Oman,Middle East,Oman general consumer protection law,National consumer protection statute (OM),Oman consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,OM,Oman,Middle East,Oman customs / import control,National customs code (OM),Oman customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,OM,Oman,Middle East,Oman mandatory language labelling,National language/labelling law (OM),Oman consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,OM,Oman,Middle East,Oman restrictions on health/SPF claims,National advertising/claim rules (OM),Oman advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,OM,Oman,Middle East,Oman aerosol packaging requirements,National pressurised container rules (OM),Oman safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,YE,Yemen,Middle East,Yemen sunscreen import,National cosmetic regulation,Yemen health ministry,Import + Arabic label,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,YE,Yemen,Middle East,Yemen general consumer protection law,National consumer protection statute (YE),Yemen consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,YE,Yemen,Middle East,Yemen customs / import control,National customs code (YE),Yemen customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,YE,Yemen,Middle East,Yemen mandatory language labelling,National language/labelling law (YE),Yemen consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,YE,Yemen,Middle East,Yemen restrictions on health/SPF claims,National advertising/claim rules (YE),Yemen advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,YE,Yemen,Middle East,Yemen aerosol packaging requirements,National pressurised container rules (YE),Yemen safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,JO,Jordan,Middle East,Jordan sunscreen import,National cosmetic regulation,Jordan health ministry,Import + Arabic label,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,JO,Jordan,Middle East,Jordan general consumer protection law,National consumer protection statute (JO),Jordan consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,JO,Jordan,Middle East,Jordan customs / import control,National customs code (JO),Jordan customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,JO,Jordan,Middle East,Jordan mandatory language labelling,National language/labelling law (JO),Jordan consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,JO,Jordan,Middle East,Jordan restrictions on health/SPF claims,National advertising/claim rules (JO),Jordan advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,JO,Jordan,Middle East,Jordan aerosol packaging requirements,National pressurised container rules (JO),Jordan safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,LB,Lebanon,Middle East,Lebanon sunscreen import,National cosmetic regulation,Lebanon health ministry,Import + Arabic label,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,LB,Lebanon,Middle East,Lebanon general consumer protection law,National consumer protection statute (LB),Lebanon consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,LB,Lebanon,Middle East,Lebanon customs / import control,National customs code (LB),Lebanon customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,LB,Lebanon,Middle East,Lebanon mandatory language labelling,National language/labelling law (LB),Lebanon consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,LB,Lebanon,Middle East,Lebanon restrictions on health/SPF claims,National advertising/claim rules (LB),Lebanon advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,LB,Lebanon,Middle East,Lebanon aerosol packaging requirements,National pressurised container rules (LB),Lebanon safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,SY,Syria,Middle East,Syria sunscreen import,National cosmetic regulation,Syria health ministry,Import + Arabic label,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,SY,Syria,Middle East,Syria general consumer protection law,National consumer protection statute (SY),Syria consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,SY,Syria,Middle East,Syria customs / import control,National customs code (SY),Syria customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,SY,Syria,Middle East,Syria mandatory language labelling,National language/labelling law (SY),Syria consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,SY,Syria,Middle East,Syria restrictions on health/SPF claims,National advertising/claim rules (SY),Syria advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,SY,Syria,Middle East,Syria aerosol packaging requirements,National pressurised container rules (SY),Syria safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IQ,Iraq,Middle East,Iraq sunscreen import,National cosmetic regulation,Iraq health ministry,Import + Arabic label,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IQ,Iraq,Middle East,Iraq general consumer protection law,National consumer protection statute (IQ),Iraq consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IQ,Iraq,Middle East,Iraq customs / import control,National customs code (IQ),Iraq customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IQ,Iraq,Middle East,Iraq mandatory language labelling,National language/labelling law (IQ),Iraq consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IQ,Iraq,Middle East,Iraq restrictions on health/SPF claims,National advertising/claim rules (IQ),Iraq advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IQ,Iraq,Middle East,Iraq aerosol packaging requirements,National pressurised container rules (IQ),Iraq safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IR,Iran,Middle East,IFDA sunscreen registration,IFDA Cosmetic Bylaw,IFDA,Registration; Farsi label,in_force,high,
2,Crème solaire,Cosmétique leave-on + UV,IR,Iran,Middle East,Iran general consumer protection law,National consumer protection statute (IR),Iran consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IR,Iran,Middle East,Iran customs / import control,National customs code (IR),Iran customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IR,Iran,Middle East,Iran mandatory language labelling,National language/labelling law (IR),Iran consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IR,Iran,Middle East,Iran restrictions on health/SPF claims,National advertising/claim rules (IR),Iran advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IR,Iran,Middle East,Iran aerosol packaging requirements,National pressurised container rules (IR),Iran safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IL,Israel,Middle East,Cosmetic Regulations 1973 (sunscreens),Pharmacist Ordinance,MoH Israel,Import licence; Hebrew label,in_force,high,
2,Crème solaire,Cosmétique leave-on + UV,IL,Israel,Middle East,Israel general consumer protection law,National consumer protection statute (IL),Israel consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IL,Israel,Middle East,Israel customs / import control,National customs code (IL),Israel customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IL,Israel,Middle East,Israel mandatory language labelling,National language/labelling law (IL),Israel consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,IL,Israel,Middle East,Israel restrictions on health/SPF claims,National advertising/claim rules (IL),Israel advertising/consumer authority,SPF claim substantiation; bans on misleading 'sunblock' claims,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,IL,Israel,Middle East,Israel aerosol packaging requirements,National pressurised container rules (IL),Israel safety authority,"Aerosol design, marking, transport",in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,PS,Palestine,Middle East,Palestine sunscreen import,National cosmetic regulation,Palestine health ministry,Import + Arabic label,in_force,medium,
2,Crème solaire,Cosmétique leave-on + UV,PS,Palestine,Middle East,Palestine general consumer protection law,National consumer protection statute (PS),Palestine consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
2,Crème solaire,Cosmétique leave-on + UV,PS,Palestine,Middle East,Palestine customs / import control,National customs code (PS),Palestine customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
